"corpus","match_position","left context","match","right_context","thread_postcount","text_nk","thread_title","text_swefn","text_ovix","text_date","text_username","forum_title","forum_url","text_blingbring","thread_lastpost","thread_url","text_lix","text_url"
"Familjeliv: Känsliga rummet","218451488","Efter så många år , längtan och väntan så är det så","ångestfyllt","att inte kunna slappna av och bära sin mage med stolthet och glädje .","6","0.67","oron, bröst, gravid","|Trust:144.63|Reasoning:125.898|Agree_or_refuse_to_act:94.559|","68.67","2011-04-09 10:48:54","Anonym (längtan)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|avslag:41.662|kompromiss:32.328|utdrivning:32.215|","2011-04-09 10:48:54","http://www.familjeliv.se/forum/thread/58307289-oron-brost-gravid","30.57","http://www.familjeliv.se/forum/thread/58307289-oron-brost-gravid/1#anchor-m5"
"Familjeliv: Känsliga rummet","218730524","Nu är jag 6+ bla bla bla och en","ångestfylld","känsla har slagit sig in i :( Saker som "" Herre gud kommer jag / vi att orka detta "" "" shit vad har vi gett oss in på "" slår mig hela tiden :/ Jag har redan haft riktiga problem med illamående , förstoppning , yrsel ..... men jag tror att ångest attackerna gör det ännu värre !","12","0.34","Jag har sån ""ångest"" för att jag är gravid igen","|Emotions_by_stimulus:38.139|Medical_disorders:20.175|Impact:14.373|","64.69","2012-10-08 15:28:21","Anonym (13)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|ögonsjuka:58.308|hälsa:15.855|oläglighet:14.702|","2012-10-11 04:29:58","http://www.familjeliv.se/forum/thread/67007861-jag-har-san-angest-for-att-jag-ar-gravid-igen","38.28","http://www.familjeliv.se/forum/thread/67007861-jag-har-san-angest-for-att-jag-ar-gravid-igen/1#anchor-m2"
"Familjeliv: Känsliga rummet","218946822","* Nummer ett ska slippa bli ensam * Större barnaskara ska motverka introverta / prestationspressade /","ångestfyllda","/ egoistiska individer * "" Backup-ungar "" borgar för att föräldrarna inte ska behöva bli lika ledsna om en av ungarna dör * Ett vuxet barn inte ska behöva bära bördan av föräldrarnas frånfälle alldeles själva","218","0.61","Ni med ""bara"" ett barn...Ångrar ni att ni inte gjorde syskon? Ensambarn,hur hade ni det??","|Creating:373.853|Sociability:214.719|Destiny:139.027|","68.31","2013-04-04 17:57:51","Anonym","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|misantropi:101.35|äktenskapsskillnad:61.583|divergens:37.696|","2013-04-14 09:24:20","http://www.familjeliv.se/forum/thread/69355308-ni-med-bara-ett-barnangrar-ni-att-ni-inte-gjorde-syskon-ensambarnhur-hade-ni-det","41.74","http://www.familjeliv.se/forum/thread/69355308-ni-med-bara-ett-barnangrar-ni-att-ni-inte-gjorde-syskon-ensambarnhur-hade-ni-det/17#anchor-m168"
"Familjeliv: Känsliga rummet","219331743","är glad som sjutton för det här barnet , men är så","ångestfylld","över att behöva gå igenom "" vikt "" koller under grav , o tjatet om att man ska ha en hälsosam vikt .. ja , man ska det , absolut ... o jag kan glatt medela att jag väger 5kg mindre än förra gången jag skrev in mej , o jag väger 9kg mindre än efter min graviditet ( det jag fick "" jobba "" bort , som inte ramlade av av sej självt ) men det verkar lixom ingen bry sej om ! ? ...","1","0.34","rund o gó o gravid..igen!","|Commutative_process:588.132|Measure_mass:97.24|Complaining:63.031|","64.79","2010-08-03 18:06:20","Anonym (boll)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|vattenledning:35.297|fetthalt:29.716|begravning:24.717|","2010-08-03 18:06:20","http://www.familjeliv.se/forum/thread/53785482-rund-o-g-o-gravidigen","32.43","http://www.familjeliv.se/forum/thread/53785482-rund-o-g-o-gravidigen/1"
"Familjeliv: Känsliga rummet","219917305","Undras hur många timmar jag och alla andra kvinnor i världen har ägnat åt","ångestfylld","väntan på mensen .","31","0.88","Kan man bli gravid en vecka efter sex?","|Waiting:30.683|Cogitation:28.296|Emotion_directed:19.295|","122.25","2011-04-10 15:03:00","Anonym (Lugn!)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|uppvaktning:139.235|frikallelse:51.834|besvikelse:42.57|","2011-04-19 14:42:02","http://www.familjeliv.se/forum/thread/58141150-kan-man-bli-gravid-en-vecka-efter-sex","33.51","http://www.familjeliv.se/forum/thread/58141150-kan-man-bli-gravid-en-vecka-efter-sex/3#anchor-m25"
"Familjeliv: Känsliga rummet","221884093","Barnet mår knappast bättre av att ammas av en","ångestfylld","förälder , än av att flaskas av en lugn och glad förälder .","221","1.33","Känner mig som världens sämsta föratt jag inte vill amma..","|Providing_food:2423.686|Usefulness:81.582|People_by_age:38.59|","31.52","2018-06-24 09:44:13","Iowhannah","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|åldring:196.522|alstrare:111.141|fredsslut:79.179|","2018-07-04 06:59:09","http://www.familjeliv.se/forum/thread/78816371-kanner-mig-som-varldens-samsta-foratt-jag-inte-vill-amma","33.73","http://www.familjeliv.se/forum/thread/78816371-kanner-mig-som-varldens-samsta-foratt-jag-inte-vill-amma/10#anchor-m93"
"Familjeliv: Känsliga rummet","222671915","Det var lite","ångestfyllt","ibland , men jag vägde mig inte mer än två gånger under graviditeten , det var en förutsättning .","103","0.45","anorexia och gravid...","|Providing_food:280.519|Luck:106.582|Candidness:72.359|","64.13","2007-03-01 10:17:40","Anonym","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|hälsosamhet:24.623|hav:19.851|försåtlighet:18.112|","2007-03-02 13:05:57","http://www.familjeliv.se/forum/thread/17928644-anorexia-och-gravid","31.67","http://www.familjeliv.se/forum/thread/17928644-anorexia-och-gravid/9#anchor-m89"
"Familjeliv: Känsliga rummet","223223727","i två","ångestfyllda","dagar övervägde jag abort för att banta ner mig innan en graviditet .","43","0.54","Hur tjock,fet,överviktig var du när du blev gravid???","|Conduct:92.641|Measure_mass:64.489|Cause_contraction:59.099|","60.35","2011-05-05 00:12:27","p w","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|ogenomskinlighet:30.653|tilltäppningsmedel:10.396|förtal:10.393|","2011-05-06 20:24:23","http://www.familjeliv.se/forum/thread/58751099-hur-tjockfetoverviktig-var-du-nar-du-blev-gravid","31.21","http://www.familjeliv.se/forum/thread/58751099-hur-tjockfetoverviktig-var-du-nar-du-blev-gravid/2#anchor-m16"
"Familjeliv: Känsliga rummet","225166179","Jag känner så väl igen mig , v. 19 och har precis kommit på att INGEN "" erkänner "" min känsla att graviditet är inget annat än en enda lång väntan på antingen den","ångestfyllda","förlossningen eller ett missfall .","4","0.52","Så mycket tankar att det blir jobbigt :(","|Giving_birth:429.199|Being_active:104.814|Affirm_or_deny:37.238|","81.44","2011-02-10 22:41:33","SmultronKatt","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|ögonsjuka:109.983|underlighet:22.76|talträngdhet:21.779|","2011-02-11 10:08:15","http://www.familjeliv.se/forum/thread/57242806-sa-mycket-tankar-att-det-blir-jobbigt","31.63","http://www.familjeliv.se/forum/thread/57242806-sa-mycket-tankar-att-det-blir-jobbigt/1#anchor-m1"
"Familjeliv: Känsliga rummet","225655826","Om du känner dig väldigt","ångestfylld","och / eller orolig kanske du kan få prata med barnmorskan ?","4","0.39","Efterlängtat plus...men full av ångest","|Luck:258.671|Being_born:156.697|Chaos:85.936|","68.74","2009-08-28 10:55:17","LyNxQ","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|botfärdighet:66.356|växtriket:51.99|förlåtelse:43.176|","2009-08-28 11:41:52","http://www.familjeliv.se/forum/thread/46769458-efterlangtat-plusmen-full-av-angest","22.69","http://www.familjeliv.se/forum/thread/46769458-efterlangtat-plusmen-full-av-angest/1#anchor-m2"
"Familjeliv: Känsliga rummet","226952461","Det är en kamp , och mycket","ångestfyllt",", när man inte förmår hålla i sig utan står bakom nåt jävla hörn och smygröker .","6","0.62","gravida rökare","|Suasion:304.751|Part_edge:171.021|State_continue:44.809|","477.69","2014-01-16 11:48:43","Anonym (Skam)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|förbannelse:127.665|hakformighet:60.831|vitt:50.942|","2014-01-17 00:02:44","http://www.familjeliv.se/forum/thread/72249521-gravida-rokare","22.76","http://www.familjeliv.se/forum/thread/72249521-gravida-rokare/1#anchor-m3"
"Familjeliv: Känsliga rummet","228441625","Som en jobbig och","ångestfylld","period , eller som glad och förväntansfull inför den förändring som ska komma ?","3","0.27","kan inte slappna av","|Giving_birth:271.955|Luck:69.134|Trust:68.623|","50.93","2008-08-21 18:31:58","Dollars matte","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|monolog:181.958|skattmästare:33.09|missriktning:17.078|","2008-08-22 15:33:57","http://www.familjeliv.se/forum/thread/35476815-kan-inte-slappna-av","25.14","http://www.familjeliv.se/forum/thread/35476815-kan-inte-slappna-av/1#anchor-m1"
"Familjeliv: Känsliga rummet","228755941","Jag går riktigt in i dagdrömmen och blev så","ångestfylld","förut att jag klarade knappt av det .","59","0.42","Håller jag på att förutse mitt barns död ??","|Linguistic_meaning:33.437|Cogitation:31.193|Entity:30.506|","43.16","2018-08-11 17:37:44","InaLo","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|medelväg:39.219|hat:32.063|förutsägelse:26.548|","2018-08-18 10:51:51","http://www.familjeliv.se/forum/thread/78956954-haller-jag-pa-att-forutse-mitt-barns-dod","30.00","http://www.familjeliv.se/forum/thread/78956954-haller-jag-pa-att-forutse-mitt-barns-dod/1#anchor-m1"
"Familjeliv: Känsliga rummet","229662265","Då hade jag sluppit många","ångestfyllda","veckor .","72","0.44","Brun flytning. Varför lyssnar ingen??","|Cure_mod:651.697|Giving_birth:244.759|Luck:124.442|","47.04","2009-09-17 20:20:23","Anonym (a)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|tudelning:30.727|mitt:19.341|missriktning:15.37|","2009-10-23 23:12:59","http://www.familjeliv.se/forum/thread/47142388-brun-flytning-varfor-lyssnar-ingen","30.66","http://www.familjeliv.se/forum/thread/47142388-brun-flytning-varfor-lyssnar-ingen/7#anchor-m65"
"Familjeliv: Känsliga rummet","229790334","Jag är så fruktansvärt rädd och","ångestfylld","att jag överväger att göra abort .","14","0.35","Tänk om dom tvingar mig!","|Being_born:227.69|Being_awake:173.986|Interrupt_process:65.153|","56.78","2006-11-26 20:56:54","Anonym","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|monolog:247.315|skattmästare:89.951|förtroendeman:24.335|","2006-11-28 17:08:38","http://www.familjeliv.se/forum/thread/14764417-tank-om-dom-tvingar-mig","32.90","http://www.familjeliv.se/forum/thread/14764417-tank-om-dom-tvingar-mig/1"
"Familjeliv: Känsliga rummet","230284169","Har du inte lite konstigt perspektiv på tillvaron - är nog inte något en rädd o","ångestfylld","människa vill höra vare sig det handlar om adoption , förlossning eller höjdskräck ...","53","0.39","Jag är livrädd för att bli snittad - men tas inte på allvar... Varför diskrimineras vi som VILL föda normalt??","|Giving_birth:559.018|Reasoning:245.579|Being_born:172.173|","90.47","2008-04-19 15:05:34","Anonym (Snitträdd)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|optik:103.551|utskärning:66.465|förlåtelse:47.44|","2008-04-19 19:44:30","http://www.familjeliv.se/forum/thread/31943581-jag-ar-livradd-for-att-bli-snittad-men-tas-inte-pa-allvar-varfor-diskrimineras-vi-som-vill-foda-normalt","35.07","http://www.familjeliv.se/forum/thread/31943581-jag-ar-livradd-for-att-bli-snittad-men-tas-inte-pa-allvar-varfor-diskrimineras-vi-som-vill-foda-normalt/3#anchor-m30"
"Familjeliv: Känsliga rummet","231386229","För barnet kan ju inte må så särskilt bra heller gissar jag om kvinnan är väldigt deprimerad ,","ångestfylld","och måste ta psykmediciner ..... ?","6","0.57","Kan man någon gång få igångsättning prematurt...","|Adopt_selection:1106.368|Undergoing:459.491|Giving_birth:223.056|","63.18","2012-11-14 23:09:02","Anonym","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|osjälviskhet:28.288|hälsa:25.905|oläglighet:21.618|","2012-11-15 00:20:51","http://www.familjeliv.se/forum/thread/67560591-kan-man-nagon-gang-fa-igangsattning-prematurt","33.69","http://www.familjeliv.se/forum/thread/67560591-kan-man-nagon-gang-fa-igangsattning-prematurt/1"
"Familjeliv: Känsliga rummet","231951338","Jag har varit sjukskriven i 7 veckor nu och ska eg börja jobba igen i morgon , vilket känns hopplöst och","ångestfyllt","!","178","0.62","Hatar att vara gravid","|Being_operational:37.306|Sole_instance:28.539|Give_impression:26.384|","61.18","2014-05-11 15:29:05","Anonym (Haha)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|faddhet:59.221|retlighet:31.254|överdrift:26.915|","2016-08-03 20:57:04","http://www.familjeliv.se/forum/thread/73208674-hatar-att-vara-gravid","21.19","http://www.familjeliv.se/forum/thread/73208674-hatar-att-vara-gravid/1#anchor-m6"
"Familjeliv: Känsliga rummet","232166465","Jag kan förstå att detta är en","ångestfylld","och hemsk situation .","625","0.42","Otrogen - och nu med barn!","|Resolve_problem:35.144|Difficulty:24.507|Desirability:13.465|","53.82","2010-10-08 21:46:51","Anonym","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|tjuvnad:29.51|anspråkslöshet:23.099|troll:22.364|","2010-10-19 03:35:48","http://www.familjeliv.se/forum/thread/54933897-otrogen-och-nu-med-barn","19.92","http://www.familjeliv.se/forum/thread/54933897-otrogen-och-nu-med-barn/16#anchor-m159"
"Familjeliv: Känsliga rummet","233839504","Tidigare hade jag tänkt mig ett missfall som en tydlig händelse- inte som någonting så ovisst och utdraget och ovissheten skulle vara så","ångestfylld",".","13","0.33","Privat VUL i Uppsala???","|Giving_birth:439.616|Trying_out:129.135|Fairness_evaluation:102.155|","68.22","2009-07-27 17:47:41","Ammiz","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|oregelbundenhet:95.664|missriktning:55.214|tanklöshet:41.463|","2009-08-11 13:13:28","http://www.familjeliv.se/forum/thread/45857585-privat-vul-i-uppsala","38.58","http://www.familjeliv.se/forum/thread/45857585-privat-vul-i-uppsala/1#anchor-m7"
"Familjeliv: Känsliga rummet","234503145","De senaste veckorna är nätterna mer","ångestfyllda","än befriande , och jag tycker det är skönt när ljuset tränger sig på och resten av världen börjar vakna till liv .","57","0.43","Inför förlossning","|Accuracy:49.022|Emotions_by_stimulus:45.998|Sign:45.438|","62.33","2012-06-06 09:55:41","KatrinBerg","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|blindhet:32.445|otalighet:25.263|luftrör:16.018|","2012-06-08 06:02:07","http://www.familjeliv.se/forum/thread/65176930-infor-forlossning","33.30","http://www.familjeliv.se/forum/thread/65176930-infor-forlossning/5#anchor-m46"
"Familjeliv: Känsliga rummet","235265934","Jag känner själv inte att jag egentligen är sur utan stressad -","ångestfylld","och ledsen .","10","0.47","Är jag en surfi**a eller helt normal?","|Reciprocality:1153.063|Emotion_active:852.996|Sounds:50.894|","71.56","2011-05-31 11:04:38","Anonym (surfi**an)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|sump:122.613|ohövlighet:51.574|ovänskap:37.581|","2011-05-31 20:43:42","http://www.familjeliv.se/forum/thread/59254780-ar-jag-en-surfia-eller-helt-normal","29.88","http://www.familjeliv.se/forum/thread/59254780-ar-jag-en-surfia-eller-helt-normal/1#anchor-m4"
"Familjeliv: Känsliga rummet","235664677","Måste vara väldigt","ångestfyllt","att känna sån oro .","79","0.47","Förtvivlad efter dålig saftsoppa","|Apply_heat:316.858|Chemical-sense_description:154.039|Reason:94.547|","149.37","2019-09-15 13:31:25","Limeblad","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|sump:268.58|bubbla:110.272|strävhet i smak:73.337|","2019-09-17 15:52:04","http://www.familjeliv.se/forum/thread/79902158-fortvivlad-efter-dalig-saftsoppa","36.78","http://www.familjeliv.se/forum/thread/79902158-fortvivlad-efter-dalig-saftsoppa/6#anchor-m55"
"Familjeliv: Känsliga rummet","235941497","Jag vet som sagt hur otroligt tärande och","ångestfyllt","detta kan vara .","109","0.44","Nån annan som oroar sig att barnet ska vara sjukt? T.ex DS.","|Grinding:52.464|Predicament:50.522|Connectors:38.878|","54.63","2008-11-30 18:49:14","Anonym (orolig)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|namnförändring:65.901|fåordighet:21.171|talträngdhet:15.846|","2008-12-17 16:49:39","http://www.familjeliv.se/forum/thread/38764098-nan-annan-som-oroar-sig-att-barnet-ska-vara-sjukt-tex-ds","31.31","http://www.familjeliv.se/forum/thread/38764098-nan-annan-som-oroar-sig-att-barnet-ska-vara-sjukt-tex-ds/4#anchor-m36"
"Familjeliv: Känsliga rummet","235958838","Jag vet som sagt hur otroligt tärande och","ångestfyllt","detta kan vara .","109","0.47","Nån annan som oroar sig att barnet ska vara sjukt? T.ex DS.","|Predicament:166.114|Grinding:86.251|Eventive_cognizer_affecting:51.128|","55.11","2008-11-30 17:03:46","hejhejmonika","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|optik:19.02|uttalsfel:16.788|lagskipning:15.496|","2008-12-17 16:49:39","http://www.familjeliv.se/forum/thread/38764098-nan-annan-som-oroar-sig-att-barnet-ska-vara-sjukt-tex-ds","32.00","http://www.familjeliv.se/forum/thread/38764098-nan-annan-som-oroar-sig-att-barnet-ska-vara-sjukt-tex-ds/4#anchor-m35"
"Familjeliv: Känsliga rummet","236246115","Likväl som att föda barnet kan vara lika","ångestfylld","även fast jag verkligen vill ha det .","95","0.40","Abort eller behålla?","|Contrition:269.485|Predicament:184.061|Evading:171.78|","48.45","2021-04-18 17:47:03","Fjäril kär","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|obeständighet:29.865|botfärdighet:29.677|avbön:22.47|","2021-05-02 07:49:46","http://www.familjeliv.se/forum/thread/81073501-abort-eller-behalla","28.95","http://www.familjeliv.se/forum/thread/81073501-abort-eller-behalla/4#anchor-m33"
"Familjeliv: Känsliga rummet","236587662","Barnet lider mera av att man avslutar medicineringen eftersom man blir mer","ångestfylld","och depressionen kan förvärras som också påverkar barnet på ett negativt sätt .","11","0.50","Anti-depressiva och graviditet?","|Medical_treatment:249.95|Research:116.409|Activity_stop:99.466|","58.18","2009-02-23 12:38:39","Anonym (medicin)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|räddning:37.543|förlåtelse:34.933|överdrift:27.404|","2009-02-23 12:38:39","http://www.familjeliv.se/forum/thread/41723249-anti-depressiva-och-graviditet","48.91","http://www.familjeliv.se/forum/thread/41723249-anti-depressiva-och-graviditet/1#anchor-m10"
"Familjeliv: Känsliga rummet","236993870","Så förutom att min graviditet blev förstörd och","ångestfylld","fick jag en hemsk förlossningsupplevelse .","594","0.54","Nekad snitt - köpa bricanyl online?","|Agree_or_refuse_to_act:114.925|Be_in_control:75.655|Abusing:53.699|","68.37","2016-03-07 23:54:01","Jossofräs","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|repulsion:30.633|avslag:25.317|utskärning:20.706|","2017-05-30 22:34:33","http://www.familjeliv.se/forum/thread/76404671-nekad-snitt-kopa-bricanyl-online","38.44","http://www.familjeliv.se/forum/thread/76404671-nekad-snitt-kopa-bricanyl-online/38#anchor-m379"
"Familjeliv: Känsliga rummet","237120527","Är gravid igen nu och det är ganska","ångestfyllt",", lyckan har inte vågat infinna sig riktigt ännu .","59","0.35","Idag får jag veta om min bebis lever! :(","|Luck:338.555|Actually_occurring_entity:49.957|Respond_to_proposal:34.596|","96.42","2009-03-30 12:07:27","Anonym (gravid)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|botfärdighet:86.848|begravning:74.151|endräkt:41.356|","2009-03-31 20:50:23","http://www.familjeliv.se/forum/thread/42709273-idag-far-jag-veta-om-min-bebis-lever","31.81","http://www.familjeliv.se/forum/thread/42709273-idag-far-jag-veta-om-min-bebis-lever/4#anchor-m34"
"Familjeliv: Känsliga rummet","237293392","Dagarna för att inte tala om nätterna är","ångestfyllda","för mig minst sagt .","7","0.62","Hur har era äl tester sett ut dagarna innan beräknad mens?","|Cutting:62.002|Catastrophe:18.313|Type:16.408|","57.45","2015-12-03 15:12:35","Anonym (Ångest)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|luktlöshet:43.861|ovänskap:25.237|oegentlighet:19.021|","2015-12-04 09:02:18","http://www.familjeliv.se/forum/thread/76074874-hur-har-era-al-tester-sett-ut-dagarna-innan-beraknad-mens","36.65","http://www.familjeliv.se/forum/thread/76074874-hur-har-era-al-tester-sett-ut-dagarna-innan-beraknad-mens/1#anchor-m4"
"Familjeliv: Känsliga rummet","238632397","/ / En","ångestfylld","mamma","18","0.59","Finns det någon i hela världen som känt som jag? =(","|Supporting:123.278|Render_nonfunctional:102.748|Getting:44.49|","64.74","2013-10-29 08:43:06","Anonym (Tänkaren)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|uttalsfel:15.752|retlighet:14.896|fördubbling:13.783|","2013-11-03 15:35:33","http://www.familjeliv.se/forum/thread/71516536-finns-det-nagon-i-hela-varlden-som-kant-som-jag","28.08","http://www.familjeliv.se/forum/thread/71516536-finns-det-nagon-i-hela-varlden-som-kant-som-jag/1"
"Familjeliv: Känsliga rummet","239265528","Jag har aldrig varit mer än 3 dagar sen , och detta under de mest","ångestfyllda","och stressiga perioderna i mitt liv .","9","0.53","Kondom fiasko. Nu väntan på mens. Någon mer?","|Attempt:244.204|Timespan:34.459|Awareness_status:34.268|","69.24","2015-08-12 12:52:09","Anonym (trött)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|tilltal:18.242|brev:14.2|hälsosamhet:12.397|","2015-08-16 07:41:43","http://www.familjeliv.se/forum/thread/75629218-kondom-fiasko-nu-vantan-pa-mens-nagon-mer","31.57","http://www.familjeliv.se/forum/thread/75629218-kondom-fiasko-nu-vantan-pa-mens-nagon-mer/1#anchor-m4"
"Familjeliv: Känsliga rummet","240905951","Tom att ha sex är otroligt","ångestfyllt","för mig och inte värt det för ångesten jag har i upp till tre månader efter för att jag inbillar mig ungefär så länge att jag är gravid .","34","0.40","Säg att jag är galen, oresonlig vad som helst!","|Sex:90.556|Perception_body:62.633|Examination:45.921|","52.09","2010-01-27 00:18:07","Anonym","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|otro:70.746|tvivel:22.598|fruktan:19.737|","2010-02-10 15:20:00","http://www.familjeliv.se/forum/thread/50288805-sag-att-jag-ar-galen-oresonlig-vad-som-helst","34.58","http://www.familjeliv.se/forum/thread/50288805-sag-att-jag-ar-galen-oresonlig-vad-som-helst/2#anchor-m19"
"Familjeliv: Känsliga rummet","241212880","Drömde inatt att vi fick reda på under graviditeten att vi väntade en pojke ( kommer troligtvis ifrån att vi haft funderingar på att göra ett köns-UL ) och jag blev så besviken .... Usch , hemska ,","ångestfyllda","och framför allt skamfyllda känslor , men det där styr man ju inte det minsta över ... Hoppas att ni får den dotter du så hett längtar efter .","10","0.42","Dotter önskas","|Expressing_publicly:211.073|Coincidence:126.846|Containment_relation:56.955|","54.29","2009-07-22 09:16:47","Anonym ((Önskar...))","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|omväg:47.723|fåordighet:31.712|ungdom:30.76|","2009-07-22 21:02:29","http://www.familjeliv.se/forum/thread/45752061-dotter-onskas","47.93","http://www.familjeliv.se/forum/thread/45752061-dotter-onskas/1#anchor-m7"
"Familjeliv: Känsliga rummet","241336014","Är så rädd och","ångestfylld","vilket lett till att jag inte alls känner någon glädje över att få barn , har aldrig klappat på magen eller pratat med den .","10","0.30","Gravid och känner ingen förväntan.","|Cause_bodily_experience:225.999|Render_nonfunctional:223.572|Feigning:144.445|","58.18","2017-02-23 20:57:17","Anonym (Rädd)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|utskärning:49.849|otalighet:38.597|känsel:27.756|","2017-02-24 19:04:41","http://www.familjeliv.se/forum/thread/77441671-gravid-och-kanner-ingen-forvantan","31.09","http://www.familjeliv.se/forum/thread/77441671-gravid-och-kanner-ingen-forvantan/1"
"Familjeliv: Känsliga rummet","241476014","Osedd , olycklig , förmodligen svimvärdig i värmen , rädd och","ångestfylld","?","7","0.70","Chockad vid åsynen i Stockholm igår","|Contrition:227.235|Drop_in_on:201.458|Addiction:172.588|","68.36","2011-04-22 21:54:32","Anonym (Hamburgar-gästen)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|glupskhet:65.36|fasta:23.609|blindhet:22.684|","2011-04-23 08:50:54","http://www.familjeliv.se/forum/thread/58562839-chockad-vid-asynen-i-stockholm-igar","30.64","http://www.familjeliv.se/forum/thread/58562839-chockad-vid-asynen-i-stockholm-igar/1"
"Familjeliv: Känsliga rummet","241905015","Är det planerad eller","ångestfylld","?","7","0.36","Flera här som ska testa snart?","|Scrutiny:104.733|Health_status:26.482|Concessive:13.994|","64.45","2009-09-14 10:32:38","Anonym (Maybe, baby)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|månggestaltning:21.993|motbevis:18.064|motverkan:12.392|","2009-09-21 13:30:23","http://www.familjeliv.se/forum/thread/47241899-flera-har-som-ska-testa-snart","29.18","http://www.familjeliv.se/forum/thread/47241899-flera-har-som-ska-testa-snart/1"
"Familjeliv: Känsliga rummet","241920104","Usch för mig var det mest","ångestfyllt",".","7","0.50","Flera här som ska testa snart?","|Luck:426.329|Examination:196.439|Connectors:130.495|","97.00","2009-09-14 10:37:05","Anonym","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|skrovlighet:41.109|krökning:28.629|smalhet:28.024|","2009-09-21 13:30:23","http://www.familjeliv.se/forum/thread/47241899-flera-har-som-ska-testa-snart","20.02","http://www.familjeliv.se/forum/thread/47241899-flera-har-som-ska-testa-snart/1#anchor-m1"
"Familjeliv: Känsliga rummet","242455275","Jag känner mig nästan lite","ångestfylld","den här gången , och likgiltig .","9","0.36","Är gravid men känner mig likgiltig/rädd","|Giving_birth:887.852|Emotions_success_or_failure:123.367|Familiarity:53.504|","53.31","2022-09-24 07:48:41","Anonym (Likgiltig)","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|misantropi:226.547|missriktning:55.756|likgiltighet:50.822|","2022-09-24 18:19:09","http://www.familjeliv.se/forum/thread/82009662-ar-gravid-men-kanner-mig-likgiltigradd","23.37","http://www.familjeliv.se/forum/thread/82009662-ar-gravid-men-kanner-mig-likgiltigradd/1"
"Familjeliv: Känsliga rummet","242566990","Lär man sig mycket på Vi får helt enkelt se vad som händer , min kompis lär väl ha en","ångestfylld","vecka framför sig ...","20","0.33","Kan man bli gravid på detta sätt?","|Run_risk:119.393|Unattributed_information:100.477|Stimulus_focus_positive:48.409|","91.51","2011-10-30 00:23:30","Anonym","Känsliga rummet > Graviditet","http://www.familjeliv.se/forum/4/252","|oförvägenhet:49.853|måttlighet:45.994|oegentlighet:36.193|","2011-10-30 00:23:30","http://www.familjeliv.se/forum/thread/61808911-kan-man-bli-gravid-pa-detta-satt","20.54","http://www.familjeliv.se/forum/thread/61808911-kan-man-bli-gravid-pa-detta-satt/2#anchor-m19"
